transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,revenue
510,704,Susan Thomas,106,80000.0,sofa,Furniture,offline,Chennai,2026-02-13,4,UPI,0.25,Sus****,XXXXXX6032,successful,320000.0
511,2,Steven Evans,106,80000.0,sofa,FURN,offline,Delhi,2025-09-13,3,UPI,0.4,Ste****,XXXXXX2287,successful,240000.0
512,123,Trevor Sharp,101,250000.0,laptop,ELEC,offline,Mumbai,2025-04-30,3,UPI,0.25,Tre****,XXXXXX8457,successful,750000.0
512,123,Trevor Sharp,101,250000.0,laptop,ELEC,offline,Mumbai,2025-04-30,3,UPI,0.25,Tre****,XXXXXX8457,failed,750000.0
513,233,Jacqueline Thomas,102,70000.0,phone,electronics,offline,Chennai,2026-02-12,1,NetBanking,0.4,Jac****,XXXXXX5195,successful,70000.0
514,709,Mike Roberts,103,1300.0,shirt,Clothing,offline,Hyderabad,2026-04-07,4,NetBanking,0.15,Mik****,XXXXXX5792,successful,5200.0
515,73,Anthony Gonzalez,109,65000.0,refrigerator,HOME,offline,Mumbai,2025-06-12,5,UPI,0.25,Ant****,XXXXXX9312,successful,325000.0
516,808,Brandon Hicks,103,1300.0,shirt,clothing,online,Mumbai,2025-05-29,1,NetBanking,0.35,Bra****,XXXXXX0549,successful,1300.0
517,102,Jennifer Rodriguez,109,65000.0,refrigerator,HOME,offline,Mumbai,2025-05-11,2,Cash,0.2,Jen****,XXXXXX4588,successful,130000.0
518,747,Laura Edwards,110,64281.60052049447,microwave,home appliances,online,Bangalore,2025-05-17,1,Cash,0.1,Lau****,XXXXXX5369,successful,64281.60052049447
519,771,Matthew Greer,107,64281.60052049447,dining table,furniture,online,Bangalore,2025-04-19,5,UPI,0.4,Mat****,XXXXXX0012,successful,321408.0026024723
520,225,Caitlin Contreras,110,64281.60052049447,microwave,home appliances,online,Chennai,2025-08-10,4,NetBanking,0.25,Cai****,XXXXXX3584,successful,257126.40208197787
521,99,Maria Mathews,104,64281.60052049447,shoes,Clothing,online,Mumbai,2026-03-18,3,Cash,0.25,Mar****,XXXXXX8664,successful,192844.80156148341
522,677,Mario Evans,108,15000.0,mixer grinder,HOME,online,Mumbai,2025-08-28,2,UPI,0.1,Mar****,XXXXXX0125,successful,30000.0
523,220,Maria Walker,102,70000.0,phone,electronics,offline,Bangalore,2026-12-04,3,Card,0.4,Mar****,XXXXXX5210,successful,210000.0
524,298,Ryan Massey,105,45000.0,tv,ELEC,online,Delhi,2026-04-10,3,Card,0.2,Rya****,XXXXXX7586,successful,135000.0
525,537,Ernest Meyers,109,65000.0,refrigerator,home appliances,online,Delhi,2025-10-17,1,Card,0.1,Ern****,XXXXXX9488,successful,65000.0
526,742,Wesley Davis,105,45000.0,tv,electronics,online,Delhi,2025-05-28,2,Cash,0.35,Wes****,XXXXXX9946,successful,90000.0
527,217,Eric Cross,106,80000.0,sofa,FURN,offline,Bangalore,2025-08-24,3,NetBanking,0.35,Eri****,XXXXXX4796,successful,240000.0
528,503,Lauren Thomas,104,8000.0,shoes,clothing,offline,Delhi,2025-11-09,3,UPI,0.15,Lau****,XXXXXX4143,successful,24000.0
529,896,Tara Church,104,8000.0,shoes,CLOTH,online,Mumbai,2025-12-26,4,Cash,0.35,Tar****,XXXXXX0847,successful,32000.0
530,274,Joseph Parker,110,45000.0,microwave,home appliances,online,Bangalore,2025-07-19,1,UPI,0.1,Jos****,XXXXXX9206,successful,45000.0
531,853,James Guerrero,102,70000.0,phone,Electronics,offline,Mumbai,2025-05-03,1,Cash,0.3,Jam****,XXXXXX4649,successful,70000.0
532,620,Alexander Meyer,107,50000.0,dining table,furniture,offline,Mumbai,2025-06-19,4,UPI,0.2,Ale****,XXXXXX8157,successful,200000.0
533,810,Mary Martin,101,64281.60052049447,laptop,Electronics,offline,Delhi,2025-12-19,1,Card,0.3,Mar****,XXXXXX3960,successful,64281.60052049447
534,420,Marcus Wilkinson,102,64281.60052049447,phone,electronics,offline,Hyderabad,2026-02-24,4,Cash,0.35,Mar****,XXXXXX1410,successful,257126.40208197787
535,586,Michael Mason,108,15000.0,mixer grinder,Home Appliances,offline,Delhi,2025-05-04,1,UPI,0.15,Mic****,XXXXXX8672,successful,15000.0
536,907,Jeffrey Mccall,102,70000.0,phone,electronics,online,Hyderabad,2026-05-04,1,Card,0.15,Jef****,XXXXXX4650,successful,70000.0
537,826,Ryan Wade,109,65000.0,refrigerator,HOME,online,Mumbai,2025-06-25,3,Card,0.4,Rya****,XXXXXX3000,successful,195000.0
538,104,Amanda Castillo,103,64281.60052049447,shirt,CLOTH,offline,Hyderabad,2025-06-21,2,NetBanking,0.05,Ama****,XXXXXX9548,successful,128563.20104098893
539,763,David Howard,104,8000.0,shoes,Clothing,offline,Delhi,2025-07-05,1,Cash,0.35,Dav****,XXXXXX3189,successful,8000.0
540,123,Trevor Sharp,110,45000.0,microwave,HOME,offline,Mumbai,2025-07-29,2,NetBanking,0.35,Tre****,XXXXXX8457,successful,90000.0
541,719,Michelle Bates,104,8000.0,shoes,CLOTH,offline,Chennai,2025-09-18,5,UPI,0.15,Mic****,XXXXXX4312,successful,40000.0
542,240,Traci Farmer,104,8000.0,shoes,CLOTH,offline,Bangalore,2025-07-23,2,Cash,0.25,Tra****,XXXXXX1925,successful,16000.0
543,841,Diane Gomez,109,65000.0,refrigerator,HOME,online,Delhi,2025-12-03,1,Cash,0.1,Dia****,XXXXXX2222,successful,65000.0
544,513,Brandon Sims,110,45000.0,microwave,home appliances,offline,Chennai,2025-12-15,3,UPI,0.15,Bra****,XXXXXX7219,successful,135000.0
545,459,Jason Moreno,105,45000.0,tv,electronics,online,Mumbai,2025-05-11,2,NetBanking,0.05,Jas****,XXXXXX2001,successful,90000.0
545,459,Jason Moreno,105,45000.0,tv,electronics,online,Mumbai,2025-05-11,2,NetBanking,0.05,Jas****,XXXXXX2001,failed,90000.0
546,647,Michelle Conway,107,50000.0,dining table,Furniture,online,Chennai,2025-10-23,3,Cash,0.1,Mic****,XXXXXX9105,successful,150000.0
547,227,Tracey Garcia,106,80000.0,sofa,FURN,online,Bangalore,2025-11-23,4,Card,0.25,Tra****,XXXXXX6120,successful,320000.0
548,618,Alan Torres,106,80000.0,sofa,furniture,online,Chennai,2025-09-21,3,NetBanking,0.1,Ala****,XXXXXX3305,successful,240000.0
549,994,Amy Edwards,104,64281.60052049447,shoes,CLOTH,offline,Mumbai,2025-04-19,4,Cash,0.1,Amy****,XXXXXX0933,successful,257126.40208197787
550,990,Carmen Bradford,101,250000.0,laptop,electronics,offline,Hyderabad,2025-09-23,5,Cash,0.2,Car****,XXXXXX4862,successful,1250000.0
551,911,Kelly Le,108,15000.0,mixer grinder,Home Appliances,offline,Delhi,2026-03-01,3,UPI,0.2,Kel****,XXXXXX5769,successful,45000.0
552,3,Marc Carter,105,45000.0,tv,Electronics,offline,Delhi,2025-05-27,4,Card,0.2,Mar****,XXXXXX4372,successful,180000.0
553,354,Krista Oliver,102,70000.0,phone,ELEC,offline,Delhi,2025-08-20,5,UPI,0.2,Kri****,XXXXXX0416,successful,350000.0
554,203,Samantha Wells,103,1300.0,shirt,clothing,online,Hyderabad,2026-01-27,5,Cash,0.25,Sam****,XXXXXX2545,successful,6500.0
555,259,Kevin Ramirez,105,45000.0,tv,electronics,online,Hyderabad,2025-08-19,1,Card,0.35,Kev****,XXXXXX8185,successful,45000.0
556,245,Brittany Harris,105,45000.0,tv,ELEC,online,Delhi,2026-02-01,3,Cash,0.05,Bri****,XXXXXX3697,successful,135000.0
557,513,Brandon Sims,110,45000.0,microwave,home appliances,offline,Chennai,2025-12-30,1,NetBanking,0.25,Bra****,XXXXXX7219,successful,45000.0
558,650,Michael Haynes,108,15000.0,mixer grinder,home appliances,offline,Hyderabad,2026-07-01,3,Cash,0.2,Mic****,XXXXXX6833,successful,45000.0
559,482,Nathaniel Montes,102,70000.0,phone,electronics,offline,Chennai,2025-09-14,5,UPI,0.35,Nat****,XXXXXX3012,successful,350000.0
560,878,Sarah Brown,110,45000.0,microwave,Home Appliances,online,Chennai,2025-06-28,2,NetBanking,0.15,Sar****,XXXXXX2098,successful,90000.0
561,984,Janet Long,108,15000.0,mixer grinder,HOME,online,Bangalore,2025-11-01,3,UPI,0.3,Jan****,XXXXXX6095,successful,45000.0
562,846,Chris Garcia,101,250000.0,laptop,ELEC,online,Hyderabad,2025-01-10,3,NetBanking,0.25,Chr****,XXXXXX9191,successful,750000.0
563,849,Mark Carson,110,45000.0,microwave,home appliances,offline,Bangalore,2025-10-19,5,Card,0.35,Mar****,XXXXXX3725,successful,225000.0
564,847,Eric Mejia,108,15000.0,mixer grinder,HOME,offline,Delhi,2026-03-26,5,UPI,0.2,Eri****,XXXXXX1886,successful,75000.0
565,758,Nichole Jones,107,50000.0,dining table,Furniture,offline,Chennai,2026-01-04,5,Cash,0.4,Nic****,XXXXXX6772,successful,250000.0
566,267,Scott Price,102,70000.0,phone,electronics,online,Delhi,2025-06-06,1,Card,0.1,Sco****,XXXXXX0629,successful,70000.0
567,313,Mary Lowe,107,50000.0,dining table,Furniture,offline,Delhi,2025-12-27,4,Cash,0.05,Mar****,XXXXXX2640,successful,200000.0
568,945,Misty Parker,101,250000.0,laptop,Electronics,offline,Hyderabad,2025-06-03,4,UPI,0.35,Mis****,XXXXXX8545,successful,1000000.0
568,945,Misty Parker,101,250000.0,laptop,Electronics,offline,Hyderabad,2025-06-03,4,UPI,0.35,Mis****,XXXXXX8545,failed,1000000.0
569,132,Ronald Harrison,107,50000.0,dining table,furniture,offline,Delhi,2025-12-23,5,UPI,0.15,Ron****,XXXXXX5967,successful,250000.0
570,654,Amy Ramos,105,45000.0,tv,ELEC,online,Chennai,2025-12-11,1,Cash,0.15,Amy****,XXXXXX2859,successful,45000.0
571,714,Scott Lane,108,15000.0,mixer grinder,home appliances,offline,Mumbai,2025-12-25,2,Cash,0.2,Sco****,XXXXXX4950,successful,30000.0
572,989,Jason Huerta,102,70000.0,phone,Electronics,online,Chennai,2026-01-09,1,Cash,0.3,Jas****,XXXXXX4162,successful,70000.0
573,756,Juan Mata,104,8000.0,shoes,clothing,offline,Bangalore,2026-01-21,2,Cash,0.4,Jua****,XXXXXX4818,successful,16000.0
574,600,James Schaefer,103,1300.0,shirt,Clothing,offline,Chennai,2026-03-16,2,NetBanking,0.05,Jam****,XXXXXX4220,successful,2600.0
575,835,Juan Watkins,108,15000.0,mixer grinder,home appliances,online,Delhi,2025-07-04,3,Cash,0.3,Jua****,XXXXXX2580,successful,45000.0
576,434,Robert Sosa,101,250000.0,laptop,ELEC,online,Bangalore,2026-02-07,1,Card,0.4,Rob****,XXXXXX2630,successful,250000.0
577,620,Alexander Meyer,107,50000.0,dining table,FURN,offline,Mumbai,2025-07-07,5,Card,0.35,Ale****,XXXXXX8157,successful,250000.0
578,53,John Bridges,107,50000.0,dining table,Furniture,online,Hyderabad,2025-10-07,2,NetBanking,0.15,Joh****,XXXXXX8917,successful,100000.0
579,250,Steven Baker,109,65000.0,refrigerator,home appliances,offline,Mumbai,2025-06-17,1,UPI,0.1,Ste****,XXXXXX5024,successful,65000.0
579,250,Steven Baker,109,65000.0,refrigerator,home appliances,offline,Mumbai,2025-06-17,1,UPI,0.1,Ste****,XXXXXX5024,failed,65000.0
580,466,Kyle Morris,108,64281.60052049447,mixer grinder,home appliances,online,Delhi,2026-05-02,2,Cash,0.1,Kyl****,XXXXXX6629,successful,128563.20104098893
581,440,Tracy Sheppard,105,45000.0,tv,ELEC,offline,Hyderabad,2025-11-24,1,Cash,0.35,Tra****,XXXXXX3396,successful,45000.0
582,500,Katelyn Garza,108,15000.0,mixer grinder,Home Appliances,online,Bangalore,2025-07-22,4,Card,0.4,Kat****,XXXXXX0083,successful,60000.0
583,274,Joseph Parker,102,64281.60052049447,phone,Electronics,online,Bangalore,2026-04-15,1,Cash,0.4,Jos****,XXXXXX9206,successful,64281.60052049447
584,774,Antonio Evans,107,50000.0,dining table,Furniture,online,Hyderabad,2026-01-14,3,Card,0.25,Ant****,XXXXXX7042,successful,150000.0
585,845,Sara Smith,109,65000.0,refrigerator,Home Appliances,online,Chennai,2026-01-08,4,Card,0.2,Sar****,XXXXXX0226,successful,260000.0
586,940,Nicole Briggs,101,250000.0,laptop,ELEC,offline,Chennai,2025-08-09,5,Cash,0.35,Nic****,XXXXXX0293,successful,1250000.0
587,353,Rachel Velasquez,102,70000.0,phone,Electronics,online,Bangalore,2026-03-02,1,NetBanking,0.35,Rac****,XXXXXX5596,successful,70000.0
588,814,Donna Bennett,103,1300.0,shirt,CLOTH,offline,Hyderabad,2025-12-28,4,NetBanking,0.15,Don****,XXXXXX2067,successful,5200.0
589,745,Jennifer Weeks,105,45000.0,tv,ELEC,online,Hyderabad,2025-06-07,4,Cash,0.35,Jen****,XXXXXX2095,successful,180000.0
590,584,Stacie Jones,101,250000.0,laptop,ELEC,offline,Chennai,2025-06-30,5,Cash,0.1,Sta****,XXXXXX2693,successful,1250000.0
591,965,Donald Poole,110,64281.60052049447,microwave,HOME,online,Mumbai,2026-02-28,1,NetBanking,0.2,Don****,XXXXXX4135,successful,64281.60052049447
592,154,Michael Smith,107,50000.0,dining table,furniture,online,Chennai,2025-06-28,2,Cash,0.3,Mic****,XXXXXX4650,successful,100000.0
593,280,David Morales,104,8000.0,shoes,clothing,online,Delhi,2026-02-12,4,UPI,0.15,Dav****,XXXXXX1730,successful,32000.0
594,256,Nicole Williams,102,70000.0,phone,Electronics,offline,Chennai,2026-02-17,3,Cash,0.3,Nic****,XXXXXX1732,successful,210000.0
595,104,Amanda Castillo,108,15000.0,mixer grinder,home appliances,offline,Hyderabad,2026-03-28,1,Cash,0.05,Ama****,XXXXXX9548,successful,15000.0
596,39,Megan Jones,105,45000.0,tv,electronics,offline,Hyderabad,2025-05-28,4,Card,0.25,Meg****,XXXXXX0686,successful,180000.0
597,638,Kaitlyn Reed,110,45000.0,microwave,home appliances,offline,Bangalore,2025-08-08,1,NetBanking,0.15,Kai****,XXXXXX2113,successful,45000.0
598,205,Renee Harris,108,15000.0,mixer grinder,Home Appliances,online,Mumbai,2025-09-12,2,Card,0.25,Ren****,XXXXXX1150,successful,30000.0
599,592,Timothy Medina,105,45000.0,tv,ELEC,offline,Delhi,2025-05-11,1,Cash,0.4,Tim****,XXXXXX8501,successful,45000.0
600,676,James Sanders,102,70000.0,phone,electronics,online,Bangalore,2025-10-26,5,Cash,0.3,Jam****,XXXXXX6646,successful,350000.0
601,468,Sonya Watts,110,45000.0,microwave,home appliances,online,Mumbai,2026-03-25,2,Card,0.05,Son****,XXXXXX6164,successful,90000.0
602,915,Meagan Valdez,110,45000.0,microwave,home appliances,offline,Delhi,2025-07-10,1,UPI,0.1,Mea****,XXXXXX0013,successful,45000.0
603,71,Tina Bowers,104,64281.60052049447,shoes,CLOTH,online,Bangalore,2025-05-03,3,NetBanking,0.2,Tin****,XXXXXX6205,successful,192844.80156148341
604,754,Joshua Chandler,102,70000.0,phone,ELEC,offline,Mumbai,2025-10-21,2,UPI,0.05,Jos****,XXXXXX7470,successful,140000.0
605,962,Sharon Wood,110,45000.0,microwave,home appliances,online,Mumbai,2025-12-30,2,UPI,0.4,Sha****,XXXXXX2684,successful,90000.0
606,748,Sabrina Hopkins,107,64281.60052049447,dining table,furniture,offline,Chennai,2026-01-09,3,NetBanking,0.15,Sab****,XXXXXX4790,successful,192844.80156148341
607,339,Stacy Hernandez,105,45000.0,tv,ELEC,online,Delhi,2025-12-17,4,Card,0.35,Sta****,XXXXXX4384,successful,180000.0
608,805,Latoya Baker,107,50000.0,dining table,furniture,online,Delhi,2026-03-20,1,NetBanking,0.25,Lat****,XXXXXX7440,successful,50000.0
609,37,Joshua Nunez,108,15000.0,mixer grinder,Home Appliances,offline,Mumbai,2026-08-04,1,NetBanking,0.25,Jos****,XXXXXX8785,successful,15000.0
610,262,Michael Elliott,105,45000.0,tv,Electronics,offline,Mumbai,2025-06-21,5,UPI,0.1,Mic****,XXXXXX1322,successful,225000.0
611,861,Tim Brock,101,250000.0,laptop,Electronics,online,Bangalore,2026-01-04,1,Cash,0.15,Tim****,XXXXXX1491,successful,250000.0
612,4,Kelly Brown,106,80000.0,sofa,FURN,offline,Chennai,2025-05-12,3,NetBanking,0.05,Kel****,XXXXXX2599,successful,240000.0
613,100,Thomas Walker,101,250000.0,laptop,Electronics,online,Delhi,2026-03-12,2,UPI,0.35,Tho****,XXXXXX4824,successful,500000.0
614,280,David Morales,107,50000.0,dining table,FURN,online,Delhi,2026-01-03,5,Cash,0.35,Dav****,XXXXXX1730,successful,250000.0
615,387,Kenneth Rocha,110,45000.0,microwave,home appliances,offline,Mumbai,2025-12-15,4,Card,0.05,Ken****,XXXXXX3283,successful,180000.0
616,996,Barbara Morris,110,45000.0,microwave,home appliances,online,Hyderabad,2025-12-12,5,Card,0.4,Bar****,XXXXXX7956,successful,225000.0
617,973,Allen Gilbert,102,70000.0,phone,Electronics,offline,Mumbai,2025-11-21,3,NetBanking,0.25,All****,XXXXXX9731,successful,210000.0
618,362,David Wells,101,250000.0,laptop,electronics,offline,Bangalore,2025-06-04,5,Card,0.3,Dav****,XXXXXX9722,successful,1250000.0
619,775,Roy Chavez,104,8000.0,shoes,clothing,online,Chennai,2025-12-10,3,UPI,0.25,Roy****,XXXXXX6010,successful,24000.0
620,318,Gina Dickerson,107,50000.0,dining table,FURN,online,Bangalore,2025-10-19,2,Card,0.05,Gin****,XXXXXX5732,successful,100000.0
621,393,Shannon Alvarez,105,45000.0,tv,electronics,offline,Mumbai,2025-10-12,5,Cash,0.05,Sha****,XXXXXX2230,successful,225000.0
621,393,Shannon Alvarez,105,45000.0,tv,electronics,offline,Mumbai,2025-10-12,5,Cash,0.05,Sha****,XXXXXX2230,failed,225000.0
622,215,Crystal Aguilar,104,8000.0,shoes,Clothing,online,Mumbai,2025-04-22,4,Card,0.15,Cry****,XXXXXX5910,successful,32000.0
623,522,Mike Campbell,102,70000.0,phone,electronics,online,Hyderabad,2025-06-20,5,UPI,0.25,Mik****,XXXXXX6499,successful,350000.0
625,752,Mark Hill,109,65000.0,refrigerator,HOME,offline,Chennai,2025-11-07,4,UPI,0.35,Mar****,XXXXXX5046,successful,260000.0
626,794,Gerald Cooper,108,15000.0,mixer grinder,HOME,offline,Chennai,2026-06-04,2,UPI,0.2,Ger****,XXXXXX4201,successful,30000.0
627,542,Angela Martin,110,45000.0,microwave,HOME,offline,Chennai,2025-06-08,4,Card,0.4,Ang****,XXXXXX6387,successful,180000.0
628,357,Kimberly Adams,106,80000.0,sofa,FURN,online,Hyderabad,2026-02-08,4,Card,0.4,Kim****,XXXXXX7851,successful,320000.0
629,800,Ricardo Arnold,102,70000.0,phone,Electronics,offline,Hyderabad,2026-01-21,5,UPI,0.4,Ric****,XXXXXX8877,successful,350000.0
630,73,Anthony Gonzalez,102,70000.0,phone,ELEC,offline,Mumbai,2025-05-31,2,NetBanking,0.1,Ant****,XXXXXX9312,successful,140000.0
631,620,Alexander Meyer,102,70000.0,phone,ELEC,offline,Mumbai,2025-09-13,3,Cash,0.1,Ale****,XXXXXX8157,successful,210000.0
632,961,Derek Hall,108,15000.0,mixer grinder,HOME,online,Hyderabad,2026-05-03,3,UPI,0.2,Der****,XXXXXX8075,successful,45000.0
633,95,John Jacobs,101,250000.0,laptop,Electronics,offline,Bangalore,2025-09-07,3,NetBanking,0.15,Joh****,XXXXXX7560,successful,750000.0
634,936,Brian Larson,104,8000.0,shoes,Clothing,offline,Hyderabad,2025-12-10,5,Card,0.35,Bri****,XXXXXX8514,successful,40000.0
634,936,Brian Larson,104,8000.0,shoes,Clothing,offline,Hyderabad,2025-12-10,5,Card,0.35,Bri****,XXXXXX8514,failed,40000.0
635,580,Meredith Walker,106,80000.0,sofa,FURN,offline,Chennai,2026-01-01,3,Card,0.1,Mer****,XXXXXX7146,successful,240000.0
636,757,Yvette Clark,107,50000.0,dining table,Furniture,offline,Hyderabad,2025-06-30,3,Card,0.2,Yve****,XXXXXX6334,successful,150000.0
636,757,Yvette Clark,107,50000.0,dining table,Furniture,offline,Hyderabad,2025-06-30,3,Card,0.2,Yve****,XXXXXX6334,failed,150000.0
637,799,Stephanie Dunn,101,250000.0,laptop,ELEC,online,Delhi,2025-06-17,4,Cash,0.3,Ste****,XXXXXX0744,successful,1000000.0
638,267,Scott Price,101,64281.60052049447,laptop,Electronics,offline,Delhi,2025-08-27,1,Card,0.1,Sco****,XXXXXX0629,successful,64281.60052049447
639,844,Philip Cervantes,105,45000.0,tv,ELEC,offline,Delhi,2026-03-17,3,UPI,0.4,Phi****,XXXXXX7742,successful,135000.0
640,124,Sarah Rios,108,15000.0,mixer grinder,home appliances,offline,Mumbai,2025-07-07,2,NetBanking,0.35,Sar****,XXXXXX4148,successful,30000.0
641,899,Whitney Avila,110,64281.60052049447,microwave,HOME,offline,Delhi,2025-11-09,1,Card,0.3,Whi****,XXXXXX3615,successful,64281.60052049447
642,877,John Warren,109,65000.0,refrigerator,home appliances,online,Hyderabad,2025-12-04,2,NetBanking,0.05,Joh****,XXXXXX0546,successful,130000.0
643,267,Scott Price,102,70000.0,phone,Electronics,online,Delhi,2025-12-16,3,UPI,0.15,Sco****,XXXXXX0629,successful,210000.0
644,551,Joel Coleman,102,70000.0,phone,Electronics,online,Bangalore,2026-03-13,2,Card,0.25,Joe****,XXXXXX1740,successful,140000.0
645,948,Deborah Payne,101,250000.0,laptop,electronics,offline,Mumbai,2025-09-15,4,NetBanking,0.1,Deb****,XXXXXX2428,successful,1000000.0
646,993,Julie Wade,105,45000.0,tv,Electronics,offline,Bangalore,2025-04-25,4,Cash,0.1,Jul****,XXXXXX9325,successful,180000.0
647,682,Crystal Mccarthy,104,8000.0,shoes,CLOTH,offline,Delhi,2025-10-27,4,Card,0.1,Cry****,XXXXXX8526,successful,32000.0
648,74,David Alvarez,107,50000.0,dining table,Furniture,offline,Delhi,2025-04-25,1,Cash,0.1,Dav****,XXXXXX5242,successful,50000.0
649,345,Kathy Smith,103,1300.0,shirt,clothing,offline,Chennai,2025-06-13,2,NetBanking,0.2,Kat****,XXXXXX5171,successful,2600.0
650,821,Margaret Parker,108,15000.0,mixer grinder,home appliances,online,Delhi,2025-07-26,1,NetBanking,0.25,Mar****,XXXXXX7968,successful,15000.0
651,455,Morgan Wright,108,15000.0,mixer grinder,HOME,offline,Bangalore,2025-05-29,3,NetBanking,0.2,Mor****,XXXXXX4087,successful,45000.0
652,840,Veronica Ashley,108,15000.0,mixer grinder,Home Appliances,online,Delhi,2026-03-05,1,UPI,0.2,Ver****,XXXXXX9830,successful,15000.0
653,580,Meredith Walker,109,65000.0,refrigerator,HOME,online,Chennai,2025-07-06,4,Card,0.2,Mer****,XXXXXX7146,successful,260000.0
654,694,Lori Barrera,103,1300.0,shirt,CLOTH,offline,Hyderabad,2025-08-26,5,Card,0.15,Lor****,XXXXXX4973,successful,6500.0
655,938,Mary Rogers,108,64281.60052049447,mixer grinder,home appliances,offline,Hyderabad,2026-02-07,3,NetBanking,0.2,Mar****,XXXXXX3823,successful,192844.80156148341
656,139,Melissa Peterson,109,65000.0,refrigerator,HOME,online,Mumbai,2025-07-12,1,NetBanking,0.35,Mel****,XXXXXX2133,successful,65000.0
657,330,Don Thompson,103,1300.0,shirt,CLOTH,online,Hyderabad,2025-10-06,1,UPI,0.25,Don****,XXXXXX1714,successful,1300.0
658,93,Judith Sanchez,105,64281.60052049447,tv,Electronics,offline,Mumbai,2025-04-23,3,Cash,0.4,Jud****,XXXXXX7676,successful,192844.80156148341
659,951,Richard Miller,108,15000.0,mixer grinder,HOME,offline,Mumbai,2026-01-18,3,UPI,0.1,Ric****,XXXXXX6379,successful,45000.0
660,680,Benjamin Anderson,107,50000.0,dining table,FURN,offline,Delhi,2025-10-26,5,NetBanking,0.4,Ben****,XXXXXX6812,successful,250000.0
661,84,Paul Pacheco,110,45000.0,microwave,Home Appliances,online,Bangalore,2025-11-07,5,NetBanking,0.05,Pau****,XXXXXX4257,successful,225000.0
662,265,Frederick Ortiz,105,45000.0,tv,Electronics,online,Bangalore,2026-02-24,1,Cash,0.2,Fre****,XXXXXX1554,successful,45000.0
663,70,David Parker,108,15000.0,mixer grinder,Home Appliances,online,Delhi,2025-12-24,3,Cash,0.2,Dav****,XXXXXX2107,successful,45000.0
664,154,Michael Smith,101,250000.0,laptop,electronics,offline,Chennai,2025-10-28,5,Card,0.15,Mic****,XXXXXX4650,successful,1250000.0
665,917,Alexandria Marks,101,250000.0,laptop,electronics,offline,Hyderabad,2025-08-10,4,Cash,0.05,Ale****,XXXXXX3519,successful,1000000.0
666,254,Daniel Santos,101,250000.0,laptop,ELEC,offline,Hyderabad,2025-10-17,1,Card,0.25,Dan****,XXXXXX7463,successful,250000.0
667,655,Julie Todd,104,8000.0,shoes,Clothing,online,Delhi,2025-04-23,5,UPI,0.1,Jul****,XXXXXX2456,successful,40000.0
668,552,Anthony Cox,109,65000.0,refrigerator,HOME,offline,Hyderabad,2025-09-26,1,Card,0.15,Ant****,XXXXXX7392,successful,65000.0
669,645,Joshua Burton,108,15000.0,mixer grinder,HOME,online,Mumbai,2026-02-19,4,NetBanking,0.2,Jos****,XXXXXX6788,successful,60000.0
670,48,Nancy Cole,108,15000.0,mixer grinder,HOME,offline,Chennai,2025-10-16,1,Card,0.2,Nan****,XXXXXX1105,successful,15000.0
671,186,Dawn Garrett,109,65000.0,refrigerator,home appliances,online,Chennai,2026-03-14,5,Cash,0.25,Daw****,XXXXXX0201,successful,325000.0
671,186,Dawn Garrett,109,65000.0,refrigerator,home appliances,online,Chennai,2026-03-14,5,Cash,0.25,Daw****,XXXXXX0201,failed,325000.0
672,391,Catherine Beard,102,70000.0,phone,Electronics,offline,Mumbai,2025-10-24,3,Card,0.4,Cat****,XXXXXX7305,successful,210000.0
673,110,Dale Hughes,105,64281.60052049447,tv,ELEC,offline,Delhi,2025-07-13,4,Card,0.35,Dal****,XXXXXX4973,successful,257126.40208197787
675,351,Brandi Meyer,105,45000.0,tv,ELEC,offline,Bangalore,2025-10-08,5,Cash,0.1,Bra****,XXXXXX5343,successful,225000.0
676,617,Patrick Rodriguez,108,15000.0,mixer grinder,HOME,online,Delhi,2025-08-17,4,Card,0.1,Pat****,XXXXXX6634,successful,60000.0
677,5,Kathleen Olson,104,8000.0,shoes,clothing,offline,Hyderabad,2025-05-14,3,UPI,0.35,Kat****,XXXXXX9805,successful,24000.0
678,22,James Walters,106,80000.0,sofa,Furniture,offline,Chennai,2025-05-06,3,Cash,0.2,Jam****,XXXXXX4842,successful,240000.0
679,268,Megan Little,103,1300.0,shirt,Clothing,offline,Mumbai,2026-10-03,4,Cash,0.05,Meg****,XXXXXX1331,successful,5200.0
680,240,Traci Farmer,107,50000.0,dining table,Furniture,online,Bangalore,2025-05-20,3,Cash,0.15,Tra****,XXXXXX1925,successful,150000.0
681,905,Katie George,106,80000.0,sofa,furniture,online,Hyderabad,2026-03-25,5,NetBanking,0.3,Kat****,XXXXXX2952,successful,400000.0
682,642,Troy Mitchell,101,250000.0,laptop,Electronics,online,Bangalore,2026-02-17,2,UPI,0.05,Tro****,XXXXXX6968,successful,500000.0
683,205,Renee Harris,108,15000.0,mixer grinder,home appliances,online,Mumbai,2025-05-12,4,UPI,0.15,Ren****,XXXXXX1150,successful,60000.0
684,338,Lisa Garrison,105,45000.0,tv,Electronics,online,Delhi,2025-08-20,3,Cash,0.35,Lis****,XXXXXX9437,successful,135000.0
684,338,Lisa Garrison,105,45000.0,tv,Electronics,online,Delhi,2025-08-20,3,Cash,0.35,Lis****,XXXXXX9437,failed,135000.0
